Year,Max
1995.394521,13
1995.39726,11
1995.4,13
1995.40274,13
1995.405479,14
1995.408219,13
1995.410959,14
1995.413699,13
1995.416438,13
1995.419178,13
1995.421918,12
1995.424658,12.8
1995.427397,14
1995.430137,17
1995.432877,18
1995.435616,18
1995.438356,15
1995.441096,12
1995.446575,11
1995.449315,12
1995.452055,13
1995.454795,12
1995.457534,11
1995.460274,12
1995.463014,11
1995.465753,11
1995.468493,10
1995.471233,10
1995.473973,11
1995.476712,12
1995.479452,14
1995.482192,16
1995.484932,12
1995.487671,11
1995.490411,10
1995.493151,12
1995.49589,11
1995.49863,12
1995.50137,11
1995.50411,11
1995.506849,11
1995.509589,11
1995.512329,10
1995.515068,10
1995.517808,12
1995.520548,8
1995.523288,12
1995.526027,12
1995.528767,13
1995.531507,10
1995.534247,12
1995.536986,12
1995.539726,11
1995.542466,10
1995.545205,10
1995.547945,11
1995.550685,9
1995.553425,11
1995.556164,12
1995.558904,10
1995.561644,10
1995.564384,10
1995.567123,12
1995.569863,11
1995.572603,11
1995.575342,10
1995.578082,10
1995.580822,13
1995.583562,8
1995.586301,11
1995.589041,11
1995.591781,11
1995.594521,10
1995.59726,10
1995.6,10
1995.60274,12
1995.605479,13
1995.608219,13
1995.610959,14.4
1995.613699,15
1995.616438,18
1995.619178,18
1995.621918,14
1995.624658,17
1995.627397,14
1995.630137,17
1995.632877,25
1995.635616,13
1995.638356,17
1995.641096,13
1995.643836,20
1995.646575,24
1995.649315,15
1995.652055,11
1995.654795,12
1995.657534,19
1995.660274,12
1995.663014,13
1995.747945,15
1995.750685,13
1995.753425,11
1995.756164,15
1995.758904,17
1995.761644,14
1995.764384,14
1995.767123,13
1995.769863,18
1995.772603,21
1995.775342,13
1995.778082,14
1995.780822,12
1995.783562,12
1995.786301,13
1995.789041,22
1995.791781,25
1995.794521,26
1995.79726,26
1995.8,12
1995.80274,12
1995.808219,12
1995.810959,13
1995.813699,14
1995.816438,14.8
1995.819178,14
1995.821918,13
1995.824658,14
1995.827397,12
1995.830137,14
1995.832877,18
1995.835616,15
1995.838356,15
1995.843836,12
1995.849315,13
1995.852055,22
1995.854795,26
1995.857534,15
1995.860274,14
1995.863014,15
1995.865753,21
1995.868493,17
1995.871233,15
1995.873973,22
1995.876712,28
1995.879452,15
1995.882192,12
1995.884932,17
1995.887671,24
1995.890411,15
1995.893151,15
1995.89589,13
1995.89863,14
1995.90137,19
1995.90411,18
1995.906849,17
1995.909589,17
1995.912329,17
1995.915068,16
1995.917808,17
1995.920548,17
1995.923288,14
1995.926027,14
1995.928767,14
1995.931507,16
1995.934247,23
1995.936986,29
1995.939726,14
1995.942466,12.7
1995.947945,16
1995.950685,17
1995.953425,17
1995.956164,16
1995.958904,18
1995.961644,16
1995.964384,14.3
1995.967123,13
1995.969863,14
1995.972603,15
1995.975342,14.3
1995.978082,14
1995.980822,15
1995.983562,15
1995.986301,15
1995.989041,15
1995.991781,16
1995.994521,17
1995.99726,16.1
1996,15
1996.002732,14
1996.005464,15.7
1996.008197,16
1996.010929,17
1996.013661,19
1996.016393,16
1996.019126,17
1996.02459,18
1996.027322,19
1996.030055,20
1996.032787,20
1996.035519,32
1996.038251,18
1996.040984,17
1996.043716,18
1996.046448,22
1996.04918,31
1996.054645,17
1996.057377,16.7
1996.060109,24
1996.062842,24.3
1996.065574,17
1996.068306,17
1996.071038,17
1996.07377,18
1996.076503,17
1996.079235,24
1996.081967,19
1996.084699,16
1996.087432,16
1996.090164,17
1996.092896,18
1996.095628,19
1996.098361,18
1996.101093,22
1996.106557,14
1996.10929,16
1996.112022,16
1996.114754,15
1996.117486,17
1996.120219,18
1996.122951,19
1996.125683,19
1996.128415,18
1996.131148,18
1996.13388,18
1996.136612,19
1996.139344,20
1996.142077,19
1996.144809,21
1996.147541,21
1996.150273,26
1996.153005,26
1996.15847,16
1996.161202,17
1996.234973,17.5
1996.248634,15
1996.251366,15
1996.254098,15
1996.256831,15
1996.259563,18
1996.262295,21
1996.265027,16
1996.26776,14
1996.270492,14
1996.273224,14
1996.275956,16
1996.278689,17
1996.281421,17
1996.284153,16
1996.289617,13.1
1996.29235,13
1996.295082,13
1996.300546,17
1996.303279,16
1996.306011,15.3
1996.308743,17
1996.311475,17
1996.314208,16
1996.31694,19
1996.319672,13
1996.322404,14
1996.325137,15
1996.327869,14
1996.330601,16
1996.333333,17
1996.336066,15.1
1996.338798,16
1996.34153,19
1996.346995,14
1996.349727,13.4
1996.352459,19
1996.355191,24
1996.360656,14
1996.363388,12
1996.36612,14
1996.368852,14
1996.371585,15
1996.374317,15
1996.377049,18
1996.379781,14
1996.382514,14
1996.385246,13
1996.387978,16
1996.39071,13
1996.393443,14
1996.401639,14
1996.404372,13
1996.407104,14
1996.409836,15
1996.412568,17
1996.423497,12
1996.42623,13
1996.428962,13
1996.431694,11
1996.434426,13
1996.437158,13
1996.439891,12.5
1996.442623,12
1996.445355,13
1996.448087,12
1996.45082,12
1996.453552,12
1996.456284,12
1996.459016,15
1996.461749,15
1996.464481,14
1996.467213,15
1996.469945,15.4
1996.472678,13
1996.47541,12
1996.478142,14.2
1996.480874,15
1996.483607,13
1996.486339,13
1996.489071,13
1996.491803,14
1996.497268,15
1996.5,13
1996.502732,15
1996.505464,12
1996.508197,13
1996.510929,12
1996.513661,12
1996.516393,11
1996.519126,10
1996.521858,9
1996.52459,10
1996.527322,11
1996.530055,12
1996.532787,12
1996.535519,12
1996.538251,12
1996.540984,13
1996.543716,15
1996.546448,15
1996.54918,12
1996.551913,12
1996.554645,14
1996.557377,15
1996.560109,12
1996.562842,13
1996.565574,14
1996.568306,13
1996.571038,13
1996.576503,12
1996.579235,12
1996.622951,12.9
1996.666667,12.5
1996.669399,12
1996.672131,13
1996.674863,17
1996.677596,12
1996.680328,13
1996.68306,14.3
1996.688525,13
1996.691257,12
1996.693989,16.4
1996.696721,10
1996.702186,16
1996.704918,22
1996.710383,16
1996.713115,22
1996.718579,11
1996.721311,13
1996.724044,18
1996.726776,13
1996.729508,13
1996.73224,15
1996.734973,11
1996.737705,13
1996.740437,13
1996.743169,17
1996.745902,12.3
1996.748634,13
1996.754098,17
1996.756831,24
1996.759563,13
1996.762295,13
1996.765027,14
1996.76776,16
1996.770492,21
1996.773224,24
1996.775956,23
1996.778689,13
1996.781421,15
1996.784153,20
1996.786885,26
1996.79235,18
1996.795082,17
1996.797814,12
1996.800546,13.4
1996.803279,14
1996.806011,21
1996.808743,24
1996.811475,32
1996.81694,15
1996.822404,14
1996.825137,15
1996.827869,14
1996.830601,17
1996.833333,22
1996.836066,29
1996.84153,14
1996.844262,15
1996.846995,15
1996.849727,16
1996.852459,26
1996.855191,15
1996.857923,12
1996.860656,13
1996.863388,22
1996.86612,26
1996.868852,15
1996.871585,14
1996.874317,14
1996.879781,14
1996.882514,15
1996.885246,13
1996.887978,13
1996.89071,15
1996.893443,19
1996.896175,23
1996.898907,26
1996.901639,15
1996.904372,17
1996.907104,15
1996.909836,16
1996.912568,14
1996.915301,14
1996.918033,15
1996.920765,15
1996.923497,15
1996.92623,16
1996.928962,17
1996.931694,15
1996.934426,18
1996.937158,14
1996.939891,15
1996.942623,16
1996.945355,17
1996.948087,17
1996.95082,20
1996.953552,28
1996.956284,17
1996.959016,15
1996.961749,15
1996.964481,16
1996.967213,21
1996.969945,29
1996.972678,27
1996.97541,17
1996.978142,18
1996.980874,18
1996.983607,16
1996.986339,18
1996.989071,17
1996.991803,17
1996.994536,18
1996.997268,18
1997,18
1997.00274,19
1997.005479,18
1997.008219,31
1997.010959,37
1997.013699,18
1997.016438,16
1997.019178,18
1997.021918,20
1997.024658,18
1997.027397,19
1997.030137,19
1997.032877,27
1997.035616,33
1997.041096,17
1997.043836,17
1997.046575,19
1997.049315,31
1997.052055,40
1997.054795,37
1997.057534,18
1997.063014,18
1997.065753,25
1997.073973,17
1997.076712,18
1997.079452,19
1997.082192,20
1997.084932,17
1997.087671,20
1997.090411,19
1997.093151,20
1997.09589,30
1997.09863,29
1997.10137,34
1997.10411,29
1997.106849,19
1997.109589,17
1997.112329,20
1997.115068,21
1997.117808,21
1997.120548,24
1997.123288,21
1997.126027,19
1997.128767,29
1997.131507,37
1997.134247,31
1997.136986,32
1997.139726,21
1997.142466,21
1997.145205,18
1997.147945,17
1997.150685,18
1997.153425,18
1997.156164,17
1997.158904,19
1997.161644,19
1997.164384,18
1997.167123,20
1997.169863,17
1997.172603,19
1997.175342,22
1997.178082,23
1997.180822,17
1997.183562,17
1997.186301,18
1997.189041,20
1997.191781,19
1997.194521,17
1997.19726,17
1997.2,17
1997.20274,17
1997.205479,17
1997.208219,27
1997.210959,19
1997.213699,17
1997.216438,17
1997.219178,19
1997.221918,16
1997.224658,17
1997.227397,17
1997.230137,21
1997.232877,25
1997.235616,16
1997.238356,16
1997.241096,16
1997.243836,15
1997.246575,16
1997.249315,15
1997.252055,17
1997.254795,17
1997.260274,15
1997.265753,14
1997.268493,15
1997.271233,15
1997.273973,16
1997.276712,21
1997.279452,26
1997.287671,15
1997.290411,15
1997.293151,14
1997.29589,15
1997.29863,19
1997.30137,22
1997.30411,16
1997.306849,16
1997.312329,15
1997.315068,19
1997.317808,24
1997.320548,23
1997.323288,23
1997.326027,27
1997.328767,22
1997.331507,17
1997.336986,18
1997.339726,15
1997.342466,19
1997.345205,12
1997.347945,12
1997.350685,13
1997.353425,13
1997.356164,12
1997.358904,13
1997.361644,14
1997.364384,13
1997.367123,13
1997.369863,14
1997.372603,13
1997.375342,14
1997.378082,13
1997.380822,14
1997.383562,14
1997.386301,14
1997.389041,15
1997.391781,14
1997.394521,15
1997.39726,16
1997.4,17
1997.40274,17
1997.405479,11
1997.408219,12
1997.410959,12
1997.413699,13
1997.419178,14
1997.421918,17
1997.424658,19
1997.427397,13
1997.430137,13
1997.432877,13
1997.435616,15
1997.438356,13
1997.441096,15
1997.443836,15
1997.449315,12
1997.452055,13
1997.454795,13
1997.460274,13
1997.463014,13
1997.465753,14
1997.468493,15
1997.471233,15
1997.473973,14
1997.476712,12
1997.479452,12
1997.482192,12
1997.484932,12
1997.490411,13
1997.493151,12
1997.49589,13
1997.49863,12
1997.50137,13
1997.50411,12
1997.506849,12
1997.509589,13
1997.512329,16
1997.515068,13
1997.517808,9
1997.520548,11
1997.523288,10
1997.526027,11
1997.528767,13
1997.531507,12
1997.534247,10
1997.536986,12
1997.539726,11
1997.542466,11
1997.545205,12
1997.547945,12
1997.550685,13
1997.556164,11
1997.558904,11
1997.561644,13
1997.564384,15
1997.567123,13
1997.569863,12
1997.572603,11
1997.575342,12
1997.578082,10
1997.580822,10
1997.583562,10
1997.586301,12
1997.589041,11
1997.591781,16
1997.594521,14
1997.59726,12
1997.6,10
1997.60274,12
1997.605479,15
1997.610959,12
1997.613699,12
1997.616438,14
1997.619178,17
1997.621918,16
1997.624658,11
1997.627397,11
1997.630137,12
1997.632877,12
1997.635616,13
1997.638356,14
1997.641096,9
1997.643836,11
1997.646575,11
1997.649315,12
1997.652055,12
1997.654795,13
1997.657534,18
1997.660274,15
1997.663014,15
1997.665753,14
1997.668493,13
1997.671233,17
1997.673973,14
1997.676712,13
1997.679452,14
1997.682192,15
1997.684932,13
1997.687671,13
1997.690411,12
1997.693151,11
1997.69589,12
1997.69863,13
1997.70137,12
1997.70411,13
1997.706849,13
1997.709589,12
1997.712329,13
1997.715068,16
1997.717808,14
1997.720548,14
1997.723288,15
1997.726027,14
1997.728767,13
1997.731507,15
1997.734247,16
1997.736986,15
1997.739726,13
1997.742466,13
1997.745205,16
1997.747945,22
1997.750685,15
1997.753425,12
1997.756164,13
1997.758904,14
1997.761644,13
1997.764384,15
1997.767123,15
1997.769863,23
1997.772603,30
1997.775342,16
1997.778082,13
1997.780822,16
1997.783562,15
1997.786301,14
1997.789041,14
1997.791781,12
1997.794521,13
1997.79726,13
1997.8,12
1997.80274,14
1997.805479,13
1997.808219,16
1997.810959,18
1997.813699,25
1997.816438,29
1997.819178,14
1997.821918,15
1997.827397,15
1997.830137,14
1997.832877,14
1997.835616,14
1997.838356,14
1997.841096,15
1997.843836,19
1997.846575,22
1997.849315,15
1997.852055,16
1997.854795,23
1997.857534,24
1997.860274,15
1997.863014,15
1997.865753,16
1997.868493,12
1997.871233,13
1997.873973,14
1997.876712,14
1997.879452,15
1997.882192,16
1997.884932,21
1997.887671,26
1997.890411,34
1997.893151,18
1997.89589,18
1997.89863,32
1997.90137,34
1997.90411,20
1997.906849,16
1997.909589,15
1997.912329,16
1997.915068,18
1997.920548,17
1997.923288,17
1997.926027,14
1997.928767,15
1997.931507,18
1997.934247,16
1997.936986,17
1997.939726,18
1997.942466,25
1997.945205,19
1997.947945,26
1997.950685,17
1997.953425,15
1997.956164,17
1997.958904,18
1997.961644,16
1997.964384,17
1997.967123,24
1997.969863,20
1997.972603,16
1997.975342,17
1997.978082,17
1997.980822,19
1997.983562,17
1997.986301,16
1997.989041,18
1997.991781,20
1997.994521,19
1997.99726,20
1998,19
1998.00274,19
1998.005479,18
1998.008219,17
1998.010959,20
1998.013699,18
1998.016438,19
1998.019178,20
1998.021918,24
1998.024658,26
1998.027397,21
1998.030137,26
1998.032877,31
1998.035616,33
1998.038356,18
1998.041096,29
1998.043836,36
1998.046575,16
1998.049315,17
1998.052055,18
1998.054795,22
1998.057534,27
1998.060274,19
1998.063014,19
1998.065753,17
1998.068493,17
1998.071233,18
1998.073973,17
1998.076712,18
1998.079452,18
1998.082192,19
1998.084932,30
1998.087671,26
1998.090411,19
1998.093151,21
1998.09589,21
1998.09863,25
1998.10137,25
1998.10411,17
1998.106849,18
1998.109589,19
1998.112329,21
1998.117808,19
1998.120548,19
1998.123288,15
1998.126027,15
1998.128767,19
1998.131507,29
1998.134247,19
1998.136986,17
1998.139726,18
1998.142466,17
1998.145205,18
1998.147945,28
1998.150685,28
1998.156164,16
1998.158904,16
1998.161644,17
1998.164384,20
1998.167123,22
1998.172603,16
1998.175342,15
1998.178082,18
1998.180822,19
1998.183562,19
1998.186301,20
1998.189041,31
1998.191781,38
1998.2,15
1998.20274,17
1998.205479,18
1998.208219,19
1998.210959,18
1998.213699,19
1998.219178,31
1998.221918,18
1998.224658,16
1998.227397,17
1998.230137,18
1998.232877,17
1998.235616,16
1998.238356,16
1998.241096,16
1998.243836,15
1998.246575,13
1998.249315,15
1998.252055,17
1998.254795,17
1998.257534,18
1998.260274,20
1998.263014,28
1998.268493,15
1998.271233,15
1998.273973,15
1998.276712,15
1998.279452,13
1998.282192,15
1998.284932,16
1998.287671,15
1998.290411,15
1998.293151,15
1998.29589,17
1998.29863,18
1998.30137,18
1998.30411,15
1998.306849,17
1998.309589,17
1998.312329,15
1998.315068,14
1998.317808,14
1998.320548,14
1998.323288,17
1998.328767,14
1998.331507,15
1998.334247,14
1998.336986,16
1998.339726,16
1998.342466,15
1998.345205,11
1998.347945,12
1998.350685,13
1998.353425,15
1998.356164,15
1998.358904,15
1998.361644,19
1998.364384,22
1998.367123,20
1998.369863,14
1998.372603,15
1998.375342,17
1998.378082,21
1998.386301,13
1998.389041,12
1998.391781,13
1998.394521,14
1998.39726,13
1998.4,17
1998.40274,17
1998.405479,17
1998.408219,15
1998.413699,13
1998.419178,14
1998.421918,19
1998.424658,19
1998.430137,12
1998.432877,11
1998.435616,13
1998.438356,13
1998.441096,13
1998.443836,13
1998.446575,13
1998.449315,14
1998.452055,11
1998.454795,12
1998.457534,12
1998.460274,12
1998.463014,14
1998.465753,14
1998.471233,10
1998.473973,11
1998.476712,11
1998.479452,11
1998.482192,11
1998.484932,11
1998.487671,12
1998.490411,11
1998.493151,11
1998.49589,11
1998.49863,12
1998.50137,13
1998.50411,13
1998.506849,16
1998.509589,13
1998.512329,15
1998.515068,13
1998.517808,9
1998.520548,10
1998.523288,13
1998.526027,11
1998.528767,10
1998.531507,10
1998.534247,12
1998.536986,12
1998.539726,13
1998.542466,13
1998.545205,15
1998.547945,12
1998.550685,12
1998.553425,11
1998.556164,13
1998.558904,13
1998.561644,12
1998.564384,11
1998.567123,14
1998.569863,11
1998.572603,10
1998.575342,11
1998.578082,12
1998.580822,13
1998.586301,15
1998.589041,15
1998.591781,13
1998.594521,12
1998.6,14
1998.60274,15
1998.605479,15
1998.608219,12
1998.610959,12
1998.613699,13
1998.616438,14
1998.619178,11
1998.621918,11
1998.624658,13
1998.627397,13
1998.630137,13
1998.632877,15
1998.635616,17
1998.638356,14
1998.641096,12
1998.643836,14
1998.646575,16
1998.649315,14
1998.652055,13
1998.654795,16
1998.657534,15
1998.660274,13
1998.663014,15
1998.665753,14
1998.668493,16
1998.671233,17
1998.673973,16
1998.676712,12
1998.679452,13
1998.682192,13
1998.684932,13
1998.687671,13
1998.690411,13
1998.693151,16
1998.69589,17
1998.69863,13
1998.70137,14
1998.70411,10
1998.706849,12
1998.709589,17
1998.712329,19
1998.715068,15
1998.717808,14
1998.720548,20
1998.723288,22
1998.726027,14
1998.728767,11
1998.731507,14
1998.734247,21
1998.736986,19
1998.739726,23
1998.742466,16
1998.745205,16
1998.747945,21
1998.750685,16
1998.753425,14
1998.756164,15
1998.758904,18
1998.761644,11
1998.764384,11
1998.767123,13
1998.769863,13
1998.772603,14
1998.775342,14
1998.778082,15
1998.780822,12
1998.783562,17
1998.786301,14
1998.789041,23
1998.791781,29
1998.794521,15
1998.79726,13
1998.8,12
1998.805479,14
1998.808219,17
1998.810959,18
1998.813699,16
1998.816438,13
1998.819178,11
1998.821918,13
1998.824658,17
1998.827397,17
1998.830137,13
1998.832877,14
1998.835616,19
1998.838356,22
1998.841096,26
1998.843836,16
1998.846575,23
1998.849315,23
1998.852055,15
1998.854795,16
1998.857534,15
1998.860274,14
1998.863014,13
1998.865753,14
1998.868493,21
1998.871233,15
1998.873973,15
1998.876712,13
1998.879452,14
1998.882192,15
1998.884932,16
1998.887671,17
1998.890411,15
1998.893151,16
1998.89589,16
1998.89863,18
1998.90411,21
1998.906849,15
1998.909589,16
1998.912329,16
1998.915068,23
1998.917808,31
1998.920548,17
1998.923288,15
1998.926027,15
1998.928767,16
1998.931507,16
1998.934247,18
1998.936986,17
1998.939726,32
1998.942466,37.3
1998.945205,27
1998.947945,17
1998.950685,15
1998.953425,16
1998.956164,17
1998.958904,17
1998.961644,19
1998.964384,21
1998.967123,16
1998.969863,17
1998.972603,20
1998.975342,25
1998.978082,28
1998.980822,27
1998.986301,14
1998.989041,15
1998.991781,18
1998.994521,17
1998.99726,18
1999,18
1999.00274,26
1999.005479,18
1999.008219,18
1999.010959,23
1999.016438,17
1999.019178,18
1999.021918,19
1999.024658,32
1999.030137,18
1999.032877,18
1999.035616,19
1999.038356,22
1999.041096,20
1999.043836,19
1999.046575,19
1999.049315,18
1999.052055,18
1999.054795,18
1999.057534,21
1999.060274,21
1999.063014,19
1999.065753,20
1999.068493,19
1999.071233,19
1999.073973,21
1999.076712,19
1999.079452,18
1999.082192,21
1999.084932,24
1999.087671,28
1999.090411,25
1999.093151,31
1999.09589,23
1999.10137,16
1999.10411,19
1999.106849,22
1999.109589,27
1999.112329,23
1999.115068,24
1999.120548,23
1999.123288,20
1999.126027,19
1999.128767,20
1999.131507,16
1999.134247,18
1999.136986,21
1999.139726,20
1999.142466,21
1999.145205,20
1999.147945,18
1999.150685,20
1999.153425,20
1999.156164,21
1999.158904,21
1999.161644,20
1999.164384,23
1999.167123,20
1999.169863,19
1999.172603,19
1999.175342,18
1999.178082,17
1999.180822,21
1999.183562,33
1999.186301,20
1999.189041,19
1999.191781,19
1999.194521,16
1999.19726,18
1999.2,16
1999.20274,18
1999.205479,18
1999.208219,19
1999.210959,17
1999.213699,19
1999.216438,19
1999.219178,15
1999.221918,18
1999.224658,25
1999.227397,19
1999.232877,19
1999.235616,13
1999.238356,15
1999.241096,15
1999.243836,14
1999.246575,15
1999.249315,16
1999.252055,17
1999.254795,19
1999.257534,17
1999.263014,15
1999.265753,16
1999.268493,18
1999.271233,22
1999.273973,21
1999.276712,17
1999.279452,16
1999.282192,16
1999.284932,15
1999.287671,15
1999.290411,15
1999.293151,16
1999.29589,18
1999.29863,14
1999.30137,13
1999.30411,15
1999.306849,16
1999.309589,18
1999.312329,17
1999.315068,12
1999.317808,13
1999.320548,14
1999.323288,15
1999.326027,14
1999.328767,15
1999.334247,19
1999.336986,17
1999.339726,18
1999.342466,23
1999.345205,23
1999.347945,14
1999.350685,14
1999.353425,17
1999.356164,15
1999.358904,16
1999.361644,13
1999.364384,15
1999.367123,11
1999.369863,12
1999.372603,13
1999.375342,16
1999.378082,17
1999.380822,21
1999.383562,20
1999.386301,19
1999.389041,17
1999.391781,17
1999.394521,15
1999.39726,15
1999.4,12
1999.40274,15
1999.405479,15
1999.408219,17
1999.413699,15
1999.416438,14
1999.419178,13
1999.421918,18
1999.424658,16
1999.427397,15
1999.430137,14
1999.432877,15
1999.435616,15
1999.438356,12
1999.441096,12
1999.443836,12
1999.446575,11
1999.449315,11
1999.452055,11
1999.454795,12
1999.457534,15
1999.460274,13
1999.463014,13
1999.465753,14
1999.468493,13
1999.471233,14
1999.473973,13
1999.476712,14
1999.479452,13
1999.482192,13
1999.484932,16
1999.487671,15
1999.490411,15
1999.493151,12
1999.49589,13
1999.49863,12
1999.50137,13
1999.50411,13
1999.506849,14
1999.509589,14
1999.512329,15
1999.515068,15
1999.517808,15
1999.520548,16
1999.523288,15
1999.526027,14
1999.528767,13
1999.531507,13
1999.534247,14
1999.536986,17
1999.539726,17
1999.542466,14
1999.545205,13
1999.547945,12
1999.550685,13
1999.553425,12
1999.556164,13
1999.558904,13
1999.561644,11
1999.564384,14
1999.567123,16
1999.569863,16
1999.572603,14
1999.575342,13
1999.578082,11
1999.580822,12
1999.583562,12
1999.586301,13
1999.589041,13
1999.591781,12
1999.594521,12
1999.59726,16
1999.6,14
1999.60274,13
1999.605479,14
1999.608219,15
1999.610959,14
1999.613699,11
1999.616438,12
1999.619178,12
1999.621918,12
1999.624658,14
1999.627397,17
1999.630137,15
1999.632877,12
1999.635616,12
1999.638356,13
1999.641096,14
1999.643836,18
1999.646575,19
1999.649315,15
1999.654795,14
1999.657534,17
1999.660274,20
1999.663014,24
1999.665753,15
1999.668493,20
1999.671233,22
1999.676712,13
1999.679452,13
1999.682192,13
1999.684932,17
1999.687671,14
1999.690411,13
1999.693151,14
1999.69589,17
1999.69863,16
1999.70137,21
1999.70411,18
1999.706849,17
1999.709589,12
1999.712329,13
1999.715068,13
1999.717808,14
1999.720548,18
1999.723288,14
1999.726027,15
1999.728767,17
1999.731507,15
1999.734247,17
1999.736986,19
1999.739726,25
1999.745205,15
1999.747945,15
1999.750685,17
1999.753425,16
1999.756164,16
1999.758904,14
1999.761644,21
1999.764384,26
1999.767123,26
1999.769863,24
1999.772603,19
1999.775342,15
1999.778082,17
1999.780822,17
1999.783562,21
1999.786301,17
1999.789041,18
1999.791781,25
1999.794521,15
1999.79726,14
1999.8,14
1999.80274,16
1999.805479,13
1999.808219,14
1999.810959,16
1999.813699,17
1999.816438,14
1999.819178,16
1999.821918,16
1999.824658,16
1999.827397,19
1999.830137,13
1999.832877,15
1999.835616,15
1999.838356,20
1999.841096,20
1999.843836,16
1999.849315,14
1999.852055,14
1999.854795,15
1999.857534,13
1999.860274,14
1999.863014,17
1999.865753,16
1999.868493,15
1999.871233,13
1999.873973,13
1999.876712,15
1999.879452,16
1999.882192,17
1999.884932,18
1999.887671,17
1999.890411,14
1999.893151,16
1999.89589,17
1999.89863,18
1999.90137,16
1999.90411,17
1999.906849,19
1999.909589,25
1999.912329,28
1999.915068,32
1999.917808,36
1999.920548,17
1999.923288,17
1999.926027,17
1999.928767,18
1999.931507,25
1999.934247,30
1999.936986,16
1999.939726,17
1999.942466,15
1999.945205,15
1999.947945,17
1999.950685,26
1999.953425,33
1999.956164,18
1999.958904,16
1999.961644,17
1999.964384,15
1999.967123,16
1999.969863,17
1999.972603,19
1999.975342,18
1999.978082,19
1999.980822,19
1999.989041,16
1999.991781,16
1999.99726,16
2000,18
2000.002732,18
2000.005464,18
2000.008197,14
2000.010929,16
2000.013661,16
2000.016393,18
2000.019126,19
2000.021858,23
2000.02459,24
2000.027322,25
2000.030055,24
2000.032787,23
2000.035519,28
2000.038251,20
2000.040984,20
2000.043716,20
2000.046448,31
2000.04918,19
2000.051913,19
2000.054645,15
2000.057377,15
2000.060109,15
2000.062842,17
2000.065574,16
2000.068306,17
2000.071038,17
2000.07377,17
2000.076503,17
2000.079235,19
2000.081967,20
2000.084699,29
2000.087432,32
2000.090164,24
2000.092896,35
2000.098361,21
2000.101093,21
2000.103825,21
2000.106557,30
2000.10929,38
2000.112022,18
2000.114754,17
2000.117486,18
2000.120219,20
2000.122951,26
2000.125683,29
2000.128415,27
2000.131148,34
2000.13388,36
2000.136612,22
2000.139344,22
2000.142077,23
2000.144809,20
2000.147541,21
2000.150273,26
2000.155738,19
2000.15847,19
2000.161202,21
2000.163934,29
2000.166667,36
2000.169399,18
2000.172131,18
2000.174863,19
2000.177596,17
2000.180328,19
2000.18306,20
2000.185792,21
2000.188525,25
2000.191257,25
2000.193989,25
2000.196721,34
2000.199454,18
2000.202186,18
2000.204918,22
2000.20765,33
2000.210383,19
2000.213115,18
2000.215847,17
2000.218579,19
2000.221311,27
2000.224044,16
2000.226776,17
2000.229508,18
2000.23224,19
2000.234973,18
2000.237705,18
2000.240437,18
2000.243169,18
2000.245902,20
